outer_layer,outer_sequence,outer_recur,outer_funcs,inner_layer,inner_sequence,inner_recur,inner_funcs,depth
Composite,Cytoskeleton|Unclassified|Nuc acid bind|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,2,5,Composite,Cytoskeleton|Unclassified|Nuc acid bind|Cell cycle|Methylation,4,5,1
Composite,Cytoskeleton|Unclassified|Nuc acid bind|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,2,5,Composite,Cytoskeleton|Unclassified|Nuc acid bind|Cell cycle|Methylation|Cell cycle,2,5,1
Composite,Cytoskeleton|Unclassified|Nuc acid bind|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,2,5,Composite,Cytoskeleton|Unclassified|Nuc acid bind|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,2,5,1
Composite,Cytoskeleton|Unclassified|Nuc acid bind|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,2,5,Composite,Cytoskeleton|Unclassified|Nuc acid bind|Cell cycle,4,4,1
Composite,Unclassified|Kinase|Cell cycle|Cytoskeleton|DNA repair,2,5,Composite,Unclassified|Kinase|Cell cycle|Cytoskeleton,8,4,1
Composite,Unclassified|Kinase|Cell cycle|Cytoskeleton|DNA repair,2,5,Primitive,Unclassified|Kinase|Cell cycle,76,3,1
Composite,Cytoskeleton|Unclassified|Nuc acid bind|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,2,5,Primitive,Cytoskeleton|Unclassified|Nuc acid bind,2,3,1
Top-level,Unclassified|Nuc acid bind|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,2,5,Primitive,Cell cycle|Methylation|Transcription,10,3,1
Composite,Cytoskeleton|Unclassified|Nuc acid bind|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,2,5,Primitive,Cytoskeleton|Unclassified|Nuc acid bind,2,3,1
Top-level,Unclassified|Nuc acid bind|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,2,5,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Transcription,6,3,1
Top-level,Unclassified|Nuc acid bind|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,2,5,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,1
Top-level,Cytoskeleton|Unclassified|Cytoskeleton|Unclassified|Cytoskeleton|Unclassified|Cytoskeleton|Unclassified|Cytoskeleton|Unclassified|Nuc acid bind|Methylation|Cell cycle,2,5,Primitive,Cytoskeleton|Unclassified|Nuc acid bind,2,3,1
Top-level,Unclassified|Nuc acid bind|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,2,5,Primitive,Cell cycle|Methylation|Transcription,10,3,1
Top-level,Unclassified|Cell cycle|Unclassified|Chromatin|Cytoskeleton|Chromatin|Cytoskeleton|DNA repair,2,5,Primitive,Cell cycle|Unclassified|Chromatin,2,3,1
Top-level,Unclassified|Nuc acid bind|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,2,5,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Transcription,6,3,1
Composite,Cytoskeleton|Unclassified|Nuc acid bind|Cell cycle|Methylation|Cell cycle,2,5,Composite,Cytoskeleton|Unclassified|Nuc acid bind|Cell cycle|Methylation,4,5,1
Composite,Cytoskeleton|Unclassified|Nuc acid bind|Cell cycle|Methylation|Cell cycle,2,5,Primitive,Cytoskeleton|Unclassified|Nuc acid bind,2,3,1
Top-level,Proteolysis|Unclassified|Cytoskeleton|Unclassified|Chromatin|Unclassified|Transcription,2,5,Primitive,Chromatin|Unclassified|Transcription,5,3,1
Top-level,Proteolysis|Unclassified|Cytoskeleton|Unclassified|Chromatin|Unclassified|Transcription,2,5,Primitive,Proteolysis|Unclassified|Cytoskeleton,3,3,1
Top-level,Unclassified|Cell cycle|Unclassified|Chromatin|Cytoskeleton|Chromatin|Cytoskeleton|DNA repair,2,5,Composite,Cell cycle|Unclassified|Chromatin|Cytoskeleton,3,4,1
Top-level,Unclassified|Cell cycle|Unclassified|Chromatin|Cytoskeleton|Chromatin|Cytoskeleton|DNA repair,2,5,Primitive,Unclassified|Chromatin|Cytoskeleton,25,3,1
Top-level,Unclassified|Cell cycle|Unclassified|Chromatin|Cytoskeleton|Chromatin|Cytoskeleton|DNA repair,2,5,Composite,Unclassified|Chromatin|Cytoskeleton|Chromatin|Cytoskeleton,8,3,1
Composite,Cytoskeleton|Unclassified|Nuc acid bind|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,2,5,Composite,Cytoskeleton|Unclassified|Nuc acid bind|Cell cycle|Methylation,4,5,1
Top-level,Transcription|Unclassified|Chromatin|Cytoskeleton|RNA processing,2,5,Primitive,Transcription|Unclassified|Chromatin,2,3,1
Top-level,Transcription|Unclassified|Chromatin|Cytoskeleton|RNA processing,2,5,Primitive,Unclassified|Chromatin|Cytoskeleton,25,3,1
Composite,Cytoskeleton|Unclassified|Nuc acid bind|Cell cycle|Methylation|Cell cycle,2,5,Composite,Cytoskeleton|Unclassified|Nuc acid bind|Cell cycle,4,4,1
Top-level,Chromatin|Transcription|Chromatin|Unclassified|Kinase|Cell cycle|Cytoskeleton,2,6,Primitive,Transcription|Chromatin|Unclassified,6,3,1
Top-level,Chromatin|Transcription|Chromatin|Unclassified|Kinase|Cell cycle|Cytoskeleton,2,6,Composite,Chromatin|Transcription|Chromatin|Unclassified,9,3,1
Top-level,Chromatin|Transcription|Chromatin|Unclassified|Kinase|Cell cycle|Cytoskeleton,2,6,Primitive,Unclassified|Kinase|Cell cycle,76,3,1
Top-level,Chromatin|Transcription|Chromatin|Unclassified|Kinase|Cell cycle|Cytoskeleton,2,6,Composite,Chromatin|Unclassified|Kinase|Cell cycle,1,4,1
Top-level,Chromatin|Transcription|Chromatin|Unclassified|Kinase|Cell cycle|Cytoskeleton,2,6,Composite,Transcription|Chromatin|Unclassified|Kinase,1,4,1
Top-level,Chromatin|Transcription|Chromatin|Unclassified|Kinase|Cell cycle|Cytoskeleton,2,6,Composite,Unclassified|Kinase|Cell cycle|Cytoskeleton,8,4,1
Top-level,Chromatin|Transcription|Chromatin|Unclassified|Kinase|Cell cycle|Cytoskeleton,2,6,Composite,Chromatin|Unclassified|Kinase|Cell cycle|Cytoskeleton,1,5,1
Top-level,RNA processing|Chromatin|Transcription|Chromatin|RNA processing,1,3,Primitive,RNA processing|Chromatin|Transcription|Chromatin,1,3,1
Top-level,RNA processing|Chromatin|Transcription|Chromatin|RNA processing,1,3,Composite,Chromatin|Transcription|Chromatin|RNA processing,9,3,1
Top-level,RNA processing|Chromatin|Transcription|Chromatin|RNA processing,1,3,Primitive,Transcription|Chromatin|RNA processing,18,3,1
Composite,Transcription|Chromatin|Transcription|Chromatin|RNA processing,1,3,Composite,Chromatin|Transcription|Chromatin|RNA processing,9,3,1
Top-level,Unclassified|Kinase|RNA processing|Unclassified,1,3,Primitive,Unclassified|Kinase|RNA processing,4,3,1
Top-level,Transcription|Chromatin|Cell cycle|Chromatin|Transcription|Chromatin,1,3,Primitive,Cell cycle|Chromatin|Transcription,1,3,1
Top-level,Transcription|Chromatin|Cell cycle|Chromatin|Transcription|Chromatin,1,3,Primitive,Transcription|Chromatin|Cell cycle,1,3,1
Composite,RNA processing|Unclassified|RNA processing|Cytoskeleton,1,3,Primitive,Unclassified|RNA processing|Cytoskeleton,2,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle,1,3,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle,6,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle,1,3,Primitive,Cell adhesion|Unclassified|Cell cycle,1,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle,1,3,Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle,1,3,1
Top-level,Chromatin|Cell cycle|Chromatin|RNA processing,1,3,Primitive,Cell cycle|Chromatin|RNA processing,17,3,1
Composite,Chromatin|Transcription|Chromatin|Cell adhesion,1,3,Primitive,Transcription|Chromatin|Cell adhesion,6,3,1
Top-level,Chromatin|Unclassified|Kinase|Chromatin,1,3,Primitive,Unclassified|Kinase|Chromatin,2,3,1
Composite,Unclassified|Cell cycle|Unclassified|Cytoskeleton|Unclassified,1,3,Composite,Unclassified|Cell cycle|Unclassified|Cytoskeleton,2,3,1
Composite,Unclassified|Cell cycle|Unclassified|Cytoskeleton|Unclassified,1,3,Primitive,Cell cycle|Unclassified|Cytoskeleton,2,3,1
Composite,Unclassified|Cell cycle|Unclassified|Cytoskeleton|Unclassified,1,3,Composite,Cell cycle|Unclassified|Cytoskeleton|Unclassified,1,3,1
Top-level,Chromatin|Unclassified|Chromatin|DNA repair,1,3,Primitive,Unclassified|Chromatin|DNA repair,14,3,1
Top-level,Unclassified|Cell cycle|Structural|Unclassified,1,3,Primitive,Unclassified|Cell cycle|Structural,2,3,1
Top-level,Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin|Unclassified,1,3,Composite,Chromatin|Transcription|Chromatin|Unclassified,9,3,1
Top-level,Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin|Unclassified,1,3,Primitive,Transcription|Chromatin|Unclassified,6,3,1
Top-level,Chromatin|Cell cycle|Chromatin|Structural,1,3,Primitive,Cell cycle|Chromatin|Structural,11,3,1
Top-level,Cytoskeleton|Chromatin|RNA processing|Chromatin,1,3,Primitive,Cytoskeleton|Chromatin|RNA processing,1,3,1
Top-level,Unclassified|DNA repair|Unclassified|Cytoskeleton|DNA repair,1,3,Primitive,Unclassified|Cytoskeleton|DNA repair,150,3,1
Top-level,Unclassified|DNA repair|Unclassified|Cytoskeleton|DNA repair,1,3,Composite,DNA repair|Unclassified|Cytoskeleton|DNA repair,3,3,1
Top-level,Transcription|Chromatin|Transcription|RNA processing,1,3,Primitive,Chromatin|Transcription|RNA processing,1,3,1
Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,Primitive,Cell cycle|Methylation|Transcription,10,3,1
Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Transcription,6,3,1
Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,1
Composite,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified,1,3,Primitive,Unclassified|Cell adhesion|Chromatin|Unclassified,108,3,1
Composite,Unclassified|Cytoskeleton|Chromatin|Cytoskeleton,1,3,Primitive,Unclassified|Cytoskeleton|Chromatin,1,3,1
Top-level,Cell cycle|RNA processing|Cell cycle|Chromatin,1,3,Primitive,RNA processing|Cell cycle|Chromatin,1,3,1
Top-level,Transcription|Chromatin|Transcription|Chromatin|Structural,1,3,Primitive,Transcription|Chromatin|Structural,11,3,1
Top-level,Transcription|Chromatin|Transcription|Chromatin|Structural,1,3,Composite,Chromatin|Transcription|Chromatin|Structural,1,3,1
Composite,Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,Composite,Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,30,3,1
Composite,Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,Primitive,Cell cycle|Methylation|Transcription,10,3,1
Composite,Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Transcription,6,3,1
Composite,Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,1
Composite,Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,1
Composite,Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,1
Top-level,Transcription|Chromatin|Structural|Chromatin,1,3,Primitive,Transcription|Chromatin|Structural,11,3,1
Composite,Cell cycle|Unclassified|Kinase|Cell cycle,1,3,Primitive,Unclassified|Kinase|Cell cycle,76,3,1
Composite,Cell cycle|Unclassified|Kinase|Cell cycle,1,3,Primitive,Cell cycle|Unclassified|Kinase,1,3,1
Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,3,Primitive,Unclassified|Cell cycle|Methylation,1,3,1
Composite,Chromatin|Transcription|Chromatin|Structural,1,3,Primitive,Transcription|Chromatin|Structural,11,3,1
Composite,RNA processing|Unclassified|RNA processing|Cytoskeleton|Unclassified,1,3,Composite,RNA processing|Unclassified|RNA processing|Cytoskeleton,1,3,1
Composite,RNA processing|Unclassified|RNA processing|Cytoskeleton|Unclassified,1,3,Primitive,Unclassified|RNA processing|Cytoskeleton,2,3,1
Composite,RNA processing|Unclassified|RNA processing|Cytoskeleton|Unclassified,1,3,Composite,Unclassified|RNA processing|Cytoskeleton|Unclassified,8,3,1
Top-level,Unclassified|Cytoskeleton|DNA repair|Unclassified|Cytoskeleton,1,3,Primitive,Cytoskeleton|DNA repair|Unclassified,7,3,1
Top-level,Unclassified|Cytoskeleton|DNA repair|Unclassified|Cytoskeleton,1,3,Composite,Unclassified|Cytoskeleton|DNA repair|Unclassified,8,3,1
Top-level,Unclassified|Cytoskeleton|DNA repair|Unclassified|Cytoskeleton,1,3,Primitive,Unclassified|Cytoskeleton|DNA repair,150,3,1
Composite,Cytoskeleton|Unclassified|Cell cycle|Cytoskeleton,1,3,Primitive,Cytoskeleton|Unclassified|Cell cycle,2,3,1
Composite,Cytoskeleton|Unclassified|Cell cycle|Cytoskeleton,1,3,Primitive,Unclassified|Cell cycle|Cytoskeleton,15,3,1
Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Transcription,6,3,1
Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,Primitive,Cell cycle|Methylation|Transcription,10,3,1
Top-level,RNA processing|Unclassified|Cell cycle|RNA processing,1,3,Primitive,Unclassified|Cell cycle|RNA processing,1,3,1
Top-level,RNA processing|Unclassified|Cell cycle|RNA processing,1,3,Primitive,RNA processing|Unclassified|Cell cycle,15,3,1
Top-level,Transcription|Chromatin|Cytoskeleton|Chromatin,1,3,Primitive,Transcription|Chromatin|Cytoskeleton,1,3,1
Top-level,Unclassified|Cytoskeleton|Unclassified|Kinase|Cytoskeleton|Unclassified,1,3,Primitive,Cytoskeleton|Unclassified|Kinase,1,3,1
Top-level,Unclassified|Cytoskeleton|Unclassified|Kinase|Cytoskeleton|Unclassified,1,3,Composite,Unclassified|Kinase|Cytoskeleton|Unclassified,1,3,1
Top-level,Unclassified|Cytoskeleton|Unclassified|Kinase|Cytoskeleton|Unclassified,1,3,Composite,Unclassified|Cytoskeleton|Unclassified|Kinase,2,3,1
Top-level,Unclassified|Cytoskeleton|Unclassified|Kinase|Cytoskeleton|Unclassified,1,3,Primitive,Unclassified|Kinase|Cytoskeleton,17,3,1
Composite,Unclassified|Proteolysis|Unclassified|Cytoskeleton,1,3,Primitive,Proteolysis|Unclassified|Cytoskeleton,3,3,1
Composite,RNA processing|Unclassified|Cytoskeleton|Unclassified,1,3,Primitive,RNA processing|Unclassified|Cytoskeleton,10,3,1
Composite,Transcription|Chromatin|Cell cycle|Transcription|Chromatin,1,3,Primitive,Cell cycle|Transcription|Chromatin,1,3,1
Composite,Transcription|Chromatin|Cell cycle|Transcription|Chromatin,1,3,Primitive,Transcription|Chromatin|Cell cycle,1,3,1
Composite,Cell cycle|Chromatin|Transcription|Chromatin,1,3,Primitive,Cell cycle|Chromatin|Transcription,1,3,1
Top-level,Chromatin|Unclassified|Cytoskeleton|Unclassified,1,3,Primitive,Chromatin|Unclassified|Cytoskeleton,12,3,1
Top-level,Unclassified|Cell cycle|Chromatin|Unclassified|Chromatin|Cell cycle,1,3,Primitive,Unclassified|Cell cycle|Chromatin,2,3,1
Top-level,Unclassified|Cell cycle|Chromatin|Unclassified|Chromatin|Cell cycle,1,3,Primitive,Cell cycle|Chromatin|Unclassified,9,3,1
Composite,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,1,3,Primitive,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,3,1
Top-level,Chromatin|Unclassified|Chromatin|Transcription,1,3,Primitive,Unclassified|Chromatin|Transcription,1,3,1
Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,1
Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,1
Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Transcription,6,3,1
Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,Primitive,Cell cycle|Methylation|Transcription,10,3,1
Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,Composite,Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,30,3,1
Top-level,Cell cycle|Chromatin|Structural|Cell cycle,1,3,Primitive,Cell cycle|Chromatin|Structural,11,3,1
Composite,Cytoskeleton|Unclassified|Cytoskeleton|DNA repair,1,3,Primitive,Unclassified|Cytoskeleton|DNA repair,150,3,1
Top-level,Transcription|Chromatin|Cell cycle|Transcription|Chromatin|Transcription|Chromatin,1,3,Composite,Transcription|Chromatin|Cell cycle|Transcription|Chromatin,1,3,1
Top-level,Transcription|Chromatin|Cell cycle|Transcription|Chromatin|Transcription|Chromatin,1,3,Primitive,Transcription|Chromatin|Cell cycle,1,3,1
Top-level,Transcription|Chromatin|Cell cycle|Transcription|Chromatin|Transcription|Chromatin,1,3,Primitive,Cell cycle|Transcription|Chromatin,1,3,1
Top-level,Unclassified|Chromatin|Cytoskeleton|Chromatin|Cytoskeleton|Chromatin|Cytoskeleton,1,3,Primitive,Unclassified|Chromatin|Cytoskeleton,25,3,1
Top-level,Unclassified|Chromatin|Cytoskeleton|Chromatin|Cytoskeleton|Chromatin|Cytoskeleton,1,3,Composite,Unclassified|Chromatin|Cytoskeleton|Chromatin|Cytoskeleton,8,3,1
Top-level,Transcription|Chromatin|Cell adhesion|Transcription,1,3,Primitive,Transcription|Chromatin|Cell adhesion,6,3,1
Top-level,Transcription|Chromatin|Cell adhesion|Transcription,1,3,Primitive,Chromatin|Cell adhesion|Transcription,1,3,1
Top-level,Chromatin|Cell adhesion|RNA processing|Chromatin,1,3,Primitive,Chromatin|Cell adhesion|RNA processing,1,3,1
Top-level,Unclassified|Kinase|Cytoskeleton|Unclassified|Cytoskeleton|Unclassified,1,3,Primitive,Unclassified|Kinase|Cytoskeleton,17,3,1
Top-level,Unclassified|Kinase|Cytoskeleton|Unclassified|Cytoskeleton|Unclassified,1,3,Composite,Unclassified|Kinase|Cytoskeleton|Unclassified,1,3,1
Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,1,3,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,3,1
Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,1,3,Primitive,Unclassified|Cell cycle|Methylation,1,3,1
Top-level,Unclassified|Cytoskeleton|Transcription|Cytoskeleton,1,3,Primitive,Unclassified|Cytoskeleton|Transcription,1,3,1
Composite,Cell cycle|Unclassified|Cytoskeleton|Unclassified,1,3,Primitive,Cell cycle|Unclassified|Cytoskeleton,2,3,1
Composite,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,3,Composite,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,1,3,1
Composite,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,3,Primitive,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,3,1
